ELMO2,0.0025270149294438766
RPS11,1.438058497286558E-5
CREB3L1,0.002373154819426416
PNMA1,0.0036329958039351172
MMP2,0.004080891529388002
TMEM216,8.941971791305282E-4
C10orf90,0.0060704965307648955
ZHX3,6.203832100572343E-4
ERCC5,0.001662879097492715
GPR98,0.1605052302313092
RXFP3,0.002363668470002776
APBB2,0.013979143821844295
KLHL13,0.004582402387829309
KRTAP10-8,0.017091406141495243
PDCL3,0.0016985289217970115
AEN,0.0015827623728634176
DECR1,0.001361150024831019
GGT3P,0.022167789595034796
SALL1,0.0033822947240001915
CADM4,0.0010178533577338332
RPS18,4.906486790352971E-6
SLC10A7,0.002376786426287171
CFHR5,0.0016326369092906788
OR2K2,0.003709625789501991
BRIX1,0.0056561848874015575
LMAN1,0.003211635140306308
SUMO1,0.0015526000628995537
GP1BA,0.0027625322284564836
UQCR11,2.762861028692759E-4
DDB1,0.007209178081371967
MYO9B,0.011409858569279428
MMP7,0.02799932352849811
CRNKL1,0.0010971467281586755
XAB2,0.0023236298672867665
RTN1,0.0017186064735640633
KLHL14,0.0018344857998323682
ADAM21P1,0.002070195037253078
TBX10,0.0031068902221290085
UTY,0.0030755032534704827
CENPQ,9.444713636465599E-4
ZBTB12,7.667564190532877E-4
DTNBP1,0.007421754432988162
KBTBD8,0.007940121398353421
ZEB1,0.0011301179234699098
ZG16,0.007519548599287221
FAT4,0.0017403485847132729
MIER1,0.0028805389703421063
ADAM5P,0.00800898053910807
CHD9,0.04986678306820561
STK16,0.003003531950957103
ARID3C,0.00893734373212641
TOB2,0.002002799080780009
BANK1,0.004662077198743432
OR2V2,0.0012463003080602254
SFTA2,0.0019416060722695886
GRM2,0.0032800182849000363
PROSC,2.69136002439494E-4
PIR,0.005119517566261225
IPO9,0.004226271405378205
EVC,0.022320640982078407
CXCL13,0.003760888533705878
KIAA1199,0.0011373504576714353
SORL1,0.0010743678050990292
CHD1,0.016792697169660253
NAT10,0.002810119530688143
SYN3,0.011250132395486665
SLC22A2,0.006510777868585833
SERPINF1,0.012142586800493264
WDR34,0.005418240105576019
OR7A17,0.01044375770842986
C9orf11,0.0018308856837445052
EPT1,0.005296033476979028
LHB,0.004961873232344145
STK25,0.0011392619027552526
TAOK3,0.027530109547023243
OR10X1,0.014996960101381386
C3orf39,0.0023957320316779283
CDC25B,5.015079373992018E-5
BMP3,0.0058754812320747285
TMEM180,0.007696144608449331
MIR564,0.0019485705472500007
CRYGC,0.008480867452656646
POU3F1,0.006919890241885269
HIGD1B,7.585245052191808E-4
USP6NL,0.007955960568687737
ABCD4,0.0029044934910264415
TEK,0.008231845471349128
SLC25A46,0.002487074665200245
LARP7,0.0057046183744203435
CD160,0.007700656557008201
MT1JP,0.006262331810480719
PHF20,0.0036329240462623772
CPNE4,0.0034423279838588614
GTPBP1,0.019702565101162733
RAB33B,0.0010368942887573258
ALDOC,0.07325366902543974
ZNF212,0.007526564505839295
NUDT1,4.6197910866982905E-4
RFPL2,0.00310852224885873
ZNF83,0.0011636310581608466
TCP11L1,0.002105211556626864
CWF19L1,0.004347541909979394
ARPP19,4.5917244713524467E-4
SPEF1,0.004889823645278134
YSK4,0.0018943628573539495
ELN,0.010013836359853994
SAMD8,0.0011194526526786424
MPI,0.008588483472512603
MEPCE,0.00147062553284951
LNP1,0.0103420239042102
ABCC3,0.04364053449290542
RRAGA,4.461523168819434E-4
KCNK17,0.00242266916285612
HLA-DMB,0.0023084135972992635
ANGEL1,0.006222289075759254
CPN1,0.053740635267823814
OR9G4,0.01399888435180151
EDNRB,0.03184022089501143
FAM167A,0.0010905367071670524
SCD,0.0016123974314854203
C14orf80,0.001207376438405488
MIR106B,0.00214152511418463
RCVRN,0.9996837366513878
SHANK1,0.0034115073878632626
NLRP7,0.005941674046076578
CD226,0.005217455634328467
UBXN10,8.304664131101993E-4
STAT3,0.004504574025091941
SYNJ2,0.0014925995149288067
WDR36,0.0030710633826459234
TPCN2,0.006523989436680873
KRTAP10-6,0.0060461633507828
MBD4,0.0043806383382703675
SLAMF8,0.00336799453136535
ATN1,0.0033873384620458774
ST3GAL6,6.644042351454425E-4
ROBO1,0.0017812468244324021
GPR141,2.7650883518921766E-4
KRT36,0.008670220905896558
TPH1,0.005076281937729789
ZSCAN29,0.004831163719007423
DDX52,0.003922203255473677
TRPT1,0.017214943786714784
HARBI1,0.0028876192633447194
ZNF296,0.002969783050423707
NOP16,4.1376287618157545E-4
DPEP3,0.004690460617240108
DENND4A,0.17500290656858666
TSPAN16,0.004436280482702917
CAP1,0.0020760492279531077
EIF5A2,8.589386407089366E-4
NT5DC3,0.0013871833332738117
SEZ6L2,0.012921649067818869
SEPT9,3.366390300885618E-4
EGFLAM,0.09368790269704742
VPS11,0.002152791376759195
NDUFB5,0.0030650942012139734
CIDEA,0.007918870515555218
TMEM214,0.0030017242195387243
IER5L,0.006389133867547204
FAM83C,0.01150091604810787
N6AMT1,0.0070524657463871925
OXR1,0.018802274581503766
IRX1,0.035922744030553254
DGKB,0.004622969426034438
FBXW9,0.0036180672502669317
WDR4,0.0028665210288156364
PDC,0.31158949374170064
VPS33B,0.005271643205399331
HEXB,0.0020733775132489285
MIR24-1,0.001862969184287123
TCEB3,0.0017463075018725645
CRLF1,0.004071540036869508
ABI3BP,0.006249424460886174
C8orf22,6.299887770169968E-4
PRR15L,0.00971070113826036
CDK5R2,0.004212391967779132
WAS,0.002308830963009713
C12orf60,0.004642554430235568
CCBL2,0.005049480066402877
MADD,0.021795254978461936
C5orf34,0.002759296031920008
KLF12,0.00768854203407299
HSPA1A,6.888027627181886E-5
ITM2C,3.79217552053063E-4
DAPK2,0.0010172040746605996
SUMF2,1.591177202557064E-4
CENPA,0.009923230476225701
TMED5,2.5121797563995276E-4
TCTEX1D2,0.0024283562085112113
CDH6,4.7119585577428145E-4
BRP44,0.009813008206149334
THG1L,0.0014856537422264508
GABRA2,9.295924086130613E-4
C14orf166,0.001263277397269405
